id,messages,result_1,result_2,result_3 
249,"Если указывать как знак препинания, он их отдельными токенами выделяет. Так нужно?",-0.004875,-0.078,0.0
250,"Обратите внимание, тогда мы просили не заполнять эту графу. При полной сдаче проекта мы попросим вас вставить там полное время разметки. 5 мин норм",0.062153571428571426,0.17403,0.0
251,Да,0.0,0.0,0.0
252,Спасибо!,0.0,0.0,0.0
253,"Здравствуйте, при автоматической токенизации знак // в конце фразы распадается на два отдельных  слеша, так и должно быть, или это ошибка автоматического разбиения, которую нужно вручную устранить?",-0.0396235294117647,-0.22453333333333333,-0.8050999999999999
254,"Извините, а как тогда потом по времени определить, сколько длится запятая, если человек не делает паузы?",0.11135714285714285,0.4677,1.0
255,"Подскажите, какой стереотип у типа words?<br>И страшно ли, если я создавала типы, а не импортировала...",0.0684375,0.410625,0.7985500000000001
256,"А что вы имеете в виду под &quot;сколько длится запятая&quot;?) <br>Если вы про знак <code>/</code> то он, в первую очередь, означает паузу, и если у вас там нет паузы между словами, то и <code>/</code> там быть не должно",0.014493617021276595,0.08515,0.0
257,"<a href=""https://t.me/olesar"">@olesar</a>",0.0,0.0,0.0
258,"Time subdivision <br>Вообще надо было импортировать, но по поводу критичности <a href=""https://t.me/olesar"">@olesar</a>",0.014062500000000002,0.07500000000000001,0.0
259,"извините, а если у меня есть названия фильмов/спектаклей, нужно записывать их в кавычках? если да, то нужно ли считать кавычки отдельными блоками при токенизации?",0.06246666666666666,0.46849999999999997,1.0
260,Нужно ли ставить временные рамки отдельных слов на уровне токенизации?,0.024058333333333334,0.072175,0.0
261,"Добрый день, метки для токенов править не нужно",0.11112,0.3704,1.0
262,Даже если в середине реплики есть длинная пауза на пару секунд?,0.0668076923076923,0.2895,0.0
263,"Если есть горячее желание, подвиньте, я к тому, что это необязательно",0.12273333333333333,0.36819999999999997,0.6724
264,"Нет, кавычки не нужно",0.0,0.0,0.0
265,то есть можно границы слов оставить как они автоматически расставились?,0.09271666666666667,0.22252,0.0
266,"Не вижу ничего страшного, что человек потренировался создавать типы с нуля - - в том случае, если это приводит к правильному результату. А так, конечно, импортировать проще",0.11285151515151515,0.4655125,0.4944
267,Ага,0.0,0.0,0.0
268,"Здравствуйте, при автоматической токенизации знак // в конце фразы распадается на два отдельных  слеша, так и должно быть, или это ошибка автоматического разбиения, которую нужно вручную устранить?",-0.0396235294117647,-0.22453333333333333,-0.8050999999999999
269,"здравствуйте, подскажите, пожалуйста, как создать папку в репозитирии на гитхаб?",0.10302666666666667,0.5151333333333333,0.6735500000000001
270,"Добрый день <br>гитхаб не умеет держать и создавать пустые папки, тут есть два способа:<br><br>1) через add file - upload files просто перетащить папку (но не пустую, пустая не перетащится) с компа в гитхаб (путем drag and drop)<br>2) через add file - new file в названии файла прописать название папки, после него сразу слэш (типа name/) — так создастся папка, но все равно надо будет создать какой-нибудь новый файл (пустой, например <a href=""readme.md"">readme.md</a>)",0.07815476190476191,0.2984090909090909,0.8009166666666667
271,"Здравствуйте! У меня elan упорно не хочет видеть многоточие одним знаком препинания, только тремя точками. Насколько это критично?",0.06535217391304347,0.37577499999999997,0.6563
272,"Вообще он не должен видеть это знаком препинания и выделять отдельно, ибо многоточия используются для обозначения обрыва слова и оно должно идти вплотную к слову",0.032577777777777775,0.1466,0.6563
273,"оно вплотную, но он продолжает упорно его отделять",0.04264,0.2132,0.0
274,А у вас пробелы между точками в многоточии есть?,0.048799999999999996,0.26839999999999997,0.0
275,нет,0.0,0.0,0.0
276,"попробуйте при токенизации поставить настройки вот так, в поле custom поставить только один пробел",0.0628375,0.16756666666666667,0.0
277,"Спасибо! Вроде, получилось",0.1438,0.8628,0.8628
278,"здравствуйте! у меня даже после этого он / считает за отдельное слово, это плохо, де?",0.019665,0.19665,0.0
279,Слэш как раз и должен быть отдельным токеном (словом),0.0528,0.264,0.0
280,А можно многоточия не использовать?,0.0768857142857143,0.5382,0.0
281,Я просто их все уже заменила на слэши когда сказали что надо без точек....,0.03352631578947368,0.3185,0.0
282,"скажите, пожалуйста, а если непонятно, что человек говорит, потому что собеседник громче, писать #нрзб# или #одновременно#?",0.07293043478260869,0.27956666666666663,0.0
283,"Я, возможно, потеряла тред, но мы просили не использовать точки в репликах. Если точку и многоточие не указывать в знаках препинания при токенизации, то &quot;за...&quot;  окажется правильно записанным токеном - оборванной словоформой",-0.0004431818181818192,-0.0032500000000000077,-0.9
284,При дальнейшем автоматическом анализе мы сможем отличить &quot;за&quot; - предлог и &quot;за...&quot; - обрыв,0.07451363636363637,0.32786000000000004,0.7405
285,На ваше усмотрение,0.025,0.1,0.0
286,спасибо!,0.0,0.0,0.0
287,Вопрос: как правильно разделять реплики слэшами?,0.0432875,0.17315,0.0
288,"Возможно, уже спрашивали, но<br>Если человек тянет слово, как это записать? («нууууу», «мооооожет»)",0.03401578947368421,0.12925999999999999,0.0
289,"Единственно правильного ответа на этот вопрос нет, в критерии границ реплик входит долгая пауза, дыхание, интонация, синтаксическая законченность, переключение темы коммуникации и т.д. Критерии могут не соблюдать я и противоречить друг другу, но я считаю, что интуитивно вы можете использовать правило постановки точки на письме. Только здесь вместо точки ставьте // в конце размеченной реплики (см пример в домашке)",0.09653,0.3071409090909091,0.5782
290,А нужно как-то отдельно отмечать вздохи типа *вздох*?,0.08098,0.40490000000000004,0.0
291,или цоканья перед фразой?,-0.07018333333333333,-0.4211,0.0
292,"Нет, не нужно. Вы точно прочитали описание домашки?",0.05046666666666667,0.20186666666666667,0.0
293,"Не нужно, пожалуйста, помечать растянутое произношение. На следующем семинаре вам станет понятно, почему:)",0.03835,0.13806000000000002,0.0
294,Спасибо большое,0.08896666666666668,0.2669,0.0
295,"да, прочитал, но не до конца понял",0.12497,0.4165666666666667,0.8023
296,"такой вопрос: у меня мой кусок из интервью занимает 5 минут, но в нем еще есть 2 минуты рекламы, итого 7, я это обнаружил только сейчас, как мне это исправить в таблице в разметке?",0.0764975,0.2781727272727273,0.9
297,а слова по типу «какой-нибудь» писать через дефис или просто раздельно?,0.022415384615384615,0.1457,0.0
298,Через дефис,0.0,0.0,0.0
299,спасибо?!),0.0,0.0,0.0
300,!*,0.0,0.0,0.0
301,"а вот если человек произнес слова &quot;думаешь, а&quot; ну прям ооочень быстро и нечёткой, и они вообще слышаться как &quot;шмша&quot; и можно догадаться, что это было, только зная контекст, как это записывать?",0.07671162790697675,0.2998727272727273,0.326925
302,#нрзб#,0.0,0.0,0.0
303,аа ок,0.0,0.0,0.0
304,"и кстати ещё всякие &quot;грит&quot;, &quot;скока&quot; и &quot;чек&quot; (если это не постоянно, а один раз) - прям так, или как полные слова?",0.0015727272727272727,0.02595,0.0
305,"Если это сделано не специально, то как полные слова",0.006618181818181818,0.0364,0.0
306,При полной сдаче проекта вставите в графу полное время разметки,0.04339090909090909,0.119325,0.0
307,"а что сделать, если у меня не создается дочерний слой?..",0.07423333333333333,0.37116666666666664,0.6818
308,"Варя, добрый вечер, киньте ассистент в личку скриншоты с типами слоев, с набором слоев, опишите проблему, на каком этапе и что происходит. Попробуем помочь.",0.058225,0.18631999999999999,0.35186666666666666
309,"хорошо, спасибо!",0.0,0.0,0.0
310,"добрый вечер! подскажите, пожалуйста, если предложения в интервью у обоих участников очень длинные, лучше разбивать их на несколько реплик, или делать одной?",0.09788620689655173,0.23655833333333334,0.42955
311,"Очень длинная реплика - не проблема. Если видите какие-то основания для деления, типа длинной паузы в середине, можно и поделить.",0.049256,0.13682222222222223,-0.14405
312,спасибо!,0.0,0.0,0.0
313,"Не за что/ почти уверена, что если бы у Вас было интервью с уборщицей, таких длинных реплик не было бы:)",0.07157826086956522,0.2743833333333333,0.0
314,"вопрос: мы когда делаем заканчиваем одну реплику, которая заканчивается паузой перед предыдущей, нам нужно последним символом обозначать паузу перед следующей репликой?",0.056631999999999995,0.1573111111111111,0.0
315,"Да, в конце реплики ставьте пробел и //",0.037129999999999996,0.09282499999999999,0.0
316,"Вопрос: нам нужно заливать видосики и звуковую дорожку на GutHub? <a href=""https://t.me/olesar"">@olesar</a>",0.0028600000000000006,0.021450000000000004,0.0
317,можете ещё раз пожалуйста повторить<br>на слое words должны быть знаки / и //? и если должны то как сделать так чтобы // не разделялось на два /,0.039286666666666664,0.19643333333333332,0.6111
318,"здравствуйте! в инструкции к дз написано &quot;расшифруйте пять минут интервью&quot;<br>достаточно глупый вопрос, но все же: у меня длина отрезка - 6 минут, мне только пять расшифровывать или полностью?",0.038127777777777774,0.13726,-0.9
319,"Пускай // сейчас разделяется на два токена. На следующем семинаре покажу, как сделать из них один",0.009063157894736842,0.0287,0.0
320,"Добрый вечер, 5 мин - минимум, давайте 6",0.12952727272727274,0.7124,1.0
321,спасибо!,0.0,0.0,0.0
322,"а длина разметки влияет как-то на оценку за дз (то есть если разметить 5, то это хуже, чем 6)?",0.011304347826086955,0.04333333333333333,-1.0
323,Нет,0.0,0.0,0.0
324,Главное не меньше 5 и не больше 10,0.02965555555555556,0.2669,0.0
325,спасибо,0.0,0.0,0.0
326,"Добрый день группам 203,202 и 204, вот общая ссылка на Зум для тех, кто не сможет прийти сегодня на Басманную, и для тех, кто захочет показать свой экран на семинаре. Join Zoom Meeting<br><br><a href=""https://zoom.us/j/95098407663?pwd=RDJWNUVQTmNOa0NDa1lJOXR5M0"">https://zoom.us/j/95098407663?pwd=RDJWNUVQTmNOa0NDa1lJOXR5M0</a>…<br>Meeting ID: 950 9840 7663<br>Passcode: 401815",0.04982037037037037,0.3362875,0.87025
327,"доброе утро! скиньте, пожалуйста, ссылку на зум для группы 204.",0.11418,0.428175,1.0
328,"Zoom Meeting<br><br><a href=""https://zoom.us/j/91944081056?pwd=MFB1VDBlbGRCMGdFaEEzcG5KWX"">https://zoom.us/j/91944081056?pwd=MFB1VDBlbGRCMGdFaEEzcG5KWX</a>…<br><br> <br><br>Meeting ID: 919 4408 1056<br><br>Passcode: 866039",0.0,0.0,0.0
329,"Здравствуйте, у 201 группы сейчас будет дистанционная пара?",0.061172727272727274,0.2243,0.0
330,"Добрый день, да",0.21112,0.5278,1.0
331,"Заходите по ссылке в расписании или здесь выше, (они одинаковые:)",0.041791666666666664,0.16716666666666666,0.0
332,"Ольга Николаевна, какой пароль от конференции?",0.0,0.0,0.0
333,866039,0.0,0.0,0.0
334,"Извините, у меня электричество вырубило",0.184,0.322,0.24625000000000002
335,"скажите, пожалуйста, а где будет запись семинара? в конце из-за плохого подключения постоянно зависала трансляция",-0.01631052631578947,-0.044271428571428566,-1.0
336,"Извините, а дз загружать в итоге куда?<br>LiveCorpus - отдельный репозиторий (который мы с вами на паре создавали) или <br>LiveCorpus - папка в репо lingdata",0.05403103448275862,0.391725,1.0
337,"присоединяюсь к вопросу, а то данные стали поступать противоречивые",0.06394545454545454,0.17585,0.0
338,"блиииин, скорее всего в репозитории лингдата нужно создать папку LiveCorpus, а я загрузила в репозиторий LiveCorpus (ещё до дедлайна), можно я поменяю?",0.09652592592592593,0.3723142857142857,0.7143
339,"в изначальных инструкциях был репо лайвкорпус, мы поэтому и написали, чтобы уточнить",0.09053333333333333,0.2716,0.0
340,"В описании <a href=""https://github.com/olesar/lingdata2020/blob/gh-pages/hw3-elan-speech.md"">третьей домашки</a> написано: <pre>LiveCorpus (капитализация именно такая) - папка в вашем репозитории курса (lingdata), сюда кладем .eaf файл.</pre>",0.0403037037037037,0.18136666666666668,0.0
341,"Спасибо, Даша, можете кинуть ссылку на изначальные инструкции, чтобы мы поправили? прямо сейчас найти не могу",0.13005238095238095,0.30345555555555553,0.6141666666666666
342,мы на семинаре все вместе его создавали под Вашим руководством,0.19840000000000002,0.5456,0.81215
343,Подтверждаю,0.33335,0.6667,0.6667
344,"поэтому и запутались, спасибо, что помогли разобраться)",0.030489999999999996,0.15244999999999997,0.15244999999999997
345,"оййй, простите, что вас запутала",0.032125,0.1285,0.1285
346,"Что делать, если я не могу отредактировать файл csv? Я работаю в Notepad++, он просто не ищет ту формулу, которая записана в конспекте",0.12365357142857142,0.3847,0.5916333333333333
347,"Ира, смогу ответить на ваш вопрос после сегодняшних защит",0.1791727272727273,0.492725,0.8318000000000001
348,Пока бросьте мне скриншот(ы) в личку,0.019542857142857143,0.045599999999999995,0.0
349,"подскажите, пожалуйста, &quot;!&quot; и &quot;?&quot; должны быть отдельными токенами или быть вместе с последним словом во фразе?",0.07867407407407408,0.35403333333333337,0.6464000000000001
350,Отдельным,0.0,0.0,0.0
351,спасибо большое!,0.066725,0.2669,0.0
352,"еще вопрос: подскажите, пожалуйста, ссылку в таблице метаданных лучше поменять на репо лингдата или на папку лайвкорпус? (изначально я туда прикрепляла ссылку на репо лайвкорпус)",0.10169655172413793,0.3276888888888889,0.8164
353,"Извините, а мы разве ! и ? не заменяем на // ?",0.06470588235294118,0.55,1.0
354,"Добрый день, Зум для тех, кто в самоизоляции или хочет поделиться экраном, для сегодняшнего семинара в 16.20 у группы 203 Join Zoom Meeting<br><a href=""https://zoom.us/j/91438130468?pwd=ZjFGdHlObDZZZEFJMHIwd2J4blhGZz09"">https://zoom.us/j/91438130468?pwd=ZjFGdHlObDZZZEFJMHIwd2J4blhGZz09</a><br><br>Meeting ID: 914 3813 0468<br>Passcode: 95353Д9",0.060385714285714286,0.42269999999999996,0.8686499999999999
355,"Ольга Николаевна, на странице курса на гитхабе ссылка на дз4 никуда не ведет, что-то не так или описания дз пока что нет?",0.041546153846153844,0.27005,0.0
356,"Добрый вечер, подскажите, пожалуйста, кому из консультантов можно задать вопрос по домашнему заданию?",0.19140000000000001,0.4921714285714286,0.7628
357,"Добрый вечер, мне или <a href=""https://t.me/kattynatty"">@kattynatty</a>",0.1529,0.68805,1.0
358,"Добрый вечер, простите, что я не могла ответить на вопросы, заданные ранее, у нас сейчас параллельно идет несколько параллельных международных конференций, где мы выступаем со студентами и выпускниками, плюс два дня подряд мы плотно согласовывали темы курсовых и дипломов со старшими курсами.",0.140474,0.351185,0.7555000000000001
359,"Сейчас я поправлю ссылку на дз по разметке. Думаю, будет разумно перенести дедлайны тем группам, у кого они близко, ждите информацию от ассистентов.",0.12023103448275863,0.2905583333333333,0.6594
360,"Добрый вечер! Кажется, при оценке моего домашнего задания про заполнение таблицы Live-Corpus-2020 произошла ошибка. У меня стоит 7 и написано, что нет информации об интервьювере, хотя она есть. Я Алина Лобанова из 203 группы.",0.0742,0.23972307692307693,0.2248
361,"Добрый день, Алина, пожалуйста, не пишите сюда вопросы по оценкам, в следующий раз пишите мне лично:)",0.12358095238095237,0.28835555555555553,1.0
362,"Скажите, пожалуйста, когда дедлайн по домашнему заданию у 204?",0.07819230769230769,0.3388333333333333,0.6556
363,каким сокращением udpipe обозначает interjection?,-0.006314285714285715,-0.0442,0.0
364,INTJ,0.0,0.0,0.0
365,Можно узнать также дедлайн для 201 группы?,0.1355111111111111,0.40653333333333336,0.6045
366,Всем добрый вечер!<br>Мы обновили дедлайны в таблице.,0.14755454545454547,0.81155,0.81155
367,"Честно, говоря, не совсем поняла как она работает( у 204 в воскресенье или во вторник дедлайн?",0.08545,0.5696666666666667,0.8023
368,"Дублирую сюда дедлайны, если кто-то не нашел или не понял.<br>201 группа: hw4 22.10<br>202 группа: hw4 22.10<br>203 группа: hw4 24.10 <br>204 группа: hw3 20.10, hw4 26.10",0.03600789473684211,0.4561,0.8023
369,Спасибо!,0.0,0.0,0.0
370,"Что нужно сделать, чтобы udpipe воспринимал файл как формат conllu?",0.044776923076923075,0.19403333333333334,0.0
371,"Если у кого-то тоже будут проблемы с восприятием файла udpipe, проверьте количество табов и столбцов. У меня notepad лишние выставил до 1000 номера, чтобы выровнять",0.012310344827586205,0.03966666666666666,-0.7504500000000001
372,"ассистенты, помогите пожалуйста",0.28306,0.70765,1.0
373,"я не могу нормально обработать файл на  udpipe, он думает что запятые и числа это тоже части речи и ничего не полуячается",0.108456,0.338925,0.6548
374,я смогла получить более менее нормальную таблицу только оставив в ней 1 столбец со словами,0.09904375,0.26411666666666667,0.7405
375,Я вам в личку напишу,0.09455,0.1891,0.0
376,"Добрый вечер, извините, а, если человек в видео называет какое-то английское название (группы, например), его нужно в расшифровке писать латиницей?",0.09866666666666667,0.666,1.0
377,"Добрый вечер, можно латиницей",0.2563666666666667,0.7691,1.0
378,Спасибо!,0.0,0.0,0.0
379,"А если я &quot;инстаграм&quot; написала и вручную попровила на propn, все хорошо? Или мне стоит его по-английски записать? И как склонять тогда?",0.04593793103448276,0.1903142857142857,0.0
380,"<a href=""https://t.me/olesar"">@olesar</a>",0.0,0.0,0.0
381,"Подскажите, пожалуйста, порядок действий, чтобы экспортировать слои с токенами в файл tsv<br>Не очень понимаю, куда нажимать, в конспекте не нашла...",0.10480333333333333,0.44915714285714287,0.6609333333333334
382,в верхней менюшке <code>file</code> → <code>export as</code> → <code>tab-delimited text</code>,0.0064909090909090915,0.0714,0.0
383,"Это по-русски «текст с разделителями», да?",0.0372,0.3348,0.0
384,"извините, а как перевести данные в формат conllu?",0.14780909090909092,0.5419666666666667,1.0
385,"по идее да, это там 4-ое сверху",0.07777777777777778,0.7,0.7
386,"это написано в пункте 2.2 <a href=""https://olesar.github.io/lingdata2020/practicum-tagging-parsing.html"">вот тут</a>",0.010430769230769231,0.1356,0.0
387,Там просто потом написано про «поля для экспорта» в коспекте <br>И я ничего похожего в выплывающем окошке не вижу...,0.076525,0.36732,0.6563
388,"а можете мне в лс прислать скриншот, какое у вас выплывает окошко?",0.13158,0.32895,0.6111
389,А слова типа &quot;потому что&quot; нужно было объединять в 1 токен или нет?,0.0563,0.31903333333333334,0.0
390,не надо,0.0,0.0,0.0
391,"Я бы считала, что инстаграм - освоенное слово, поэтому писать кириллицей не будет ошибкой. PROPN годится. И латиницей тоже норм",0.11326800000000001,0.28317000000000003,0.27293333333333336
392,"Отвечаю сразу на несколько вопросов: <strong>пословный</strong> принцип разметки предполагает, что &quot;потому что&quot; - это два токена, каждому приписывается своя характеристика, сливать в один не надо",0.05324193548387097,0.18338888888888888,0.0
393,"В конспекте дано определение <strong>токена</strong> - это и слова, и числа, и запятые, и 🥐, и <code>₽&amp;*%</code>. Каждому токену даётся своя характеристика, например, PUNCT или SYM. Не игнорируйте их, пожалуйста, только потому что в школьном курсе вам давали стерильные примеры для разбора. Это важная часть информации и для лингвистической теории, и для it- технологий",0.06448358208955224,0.24002222222222222,0.22313333333333332
394,"В том, записывать ли западные группы и проч. латиницей или кириллицей, - у вас полная свобода. <code>Фоур файв секондз</code> мне бы казалось перебором, а Пинк Флойд может уже и ничего",0.037469444444444444,0.22481666666666666,0.18563333333333332
395,"А слова как «первый», «второй» считать прилагательными, числительными или по ситуации?",0.0011466666666666667,0.0172,0.0
396,"Вы точно заметили, для категории числительных-прилагательных (они же порядковые числительные) нет отдельной метки в инвентаре UD. Но по грамматическому поведению они ближе к прилагательному. Ставьте ADJ. NUM оставьте только для количественных",0.06376111111111112,0.3279142857142857,0.9231
397,"А что насчет слова «это» в разных контекстах(«ну, это, не знаю», «это хороший пример» или «это время было сложным»)? Оно везде считается местоимением или в некоторых можно ставить PART или ещё что-то?",0.06572368421052632,0.41625,1.0
398,"Отличное слово:)<br>PART: «ну, это, не знаю» - частица (еще примеры на частицу - &quot;Государство - это я&quot;, &quot;Это Вася во всем виноват&quot;), <br>PRON: «это хороший пример» - местоимение, подлежащее в данном контексте (еще пример - &quot;вижу это&quot;, &quot;я этого не знаю&quot;),<br>DET: «это время было сложным» - местоимение-прилагательное, согласуется с &quot;время&quot; (ср. также &quot;эта форма&quot;, &quot;эти соцсети&quot;)",0.05737380952380952,0.43812727272727275,0.5083833333333333
399,"Еще один вопросик: слово &quot;который&quot; мне в разметке пометило в разных местах как DET, PRON и SCONJ, и что с ним делать...?",0.02836774193548387,0.17588,0.0
400,"<strong>который</strong> PRON. Это слово интересно тем, что синтаксически оно самостоятельно, а изменяется по падежам и согласуется - с чем-то, что стоит в главном предложении, то есть не совсем похоже на прилагательное. UD тут они ориентируется на параллелизм с другими языками (сравни _that_) и считает синтаксические свойства более важными. Но: в обычном атрибутивном употреблении типа &quot;который час&quot; должно быть DET",0.06379710144927536,0.3386153846153846,0.69265
401,если мы не во все такие тонкости проникнем при исправлении это же не смертельно?,0.04936875,0.39495,0.7066
402,"Постепенно будем повышать мастерство, еще будет шанс поправить",0.39903,0.66505,0.773875
403,"Спасибо большое за ответы<br>Простите, пожалуйста, за такое количество вопросов, но вот еще несколько:<br>1) В предложениях как «у нас нет времени» разметка настойчиво выделяет «нет» как verb, но это ведь не глагол? Но что это? <br>2) У слова «немножко» начальная форма «немного» или «немножко»? А у слова «позорище» — «позор» или «позорище»?",0.028206349206349207,0.2538571428571429,1.0
404,"<strong>нет</strong> тот самый предикатив, у которого нет отдельной метки. Оставьте как VERB,  хотя бы потому, что он имеет соотносительные сложные формы времени - &quot;не было&quot; и &quot;не будет&quot;",0.018565789473684213,0.176375,0.0
405,"<strong>диминутивы, аугментативы и прочее словообразование</strong> У &quot;немножко&quot; лемма &quot;немножко&quot;, у &quot;позорище&quot; - &quot;позорище&quot;. Тем более что &quot;позор&quot; мужского рода, а &quot;позорище&quot; - среднего.",-0.08456829268292683,-0.5778833333333333,-1.0
406,а что делать со словами <br>какой-то?<br>у меня это определилось как det<br>кажется это должно быть местоименное прилагательное <br>что нужно записывать в столбец с падежами и остальным?,0.045084375,0.24045,0.0
407,"DET это и есть местоимение-прилагательное, все правильно. Если часть речи определилась правильно, то набор категорий вам задан, проверьте только их значения",0.07978461538461538,0.2593,0.0
408,а быть может быть определен как aux в сочетании &quot;была отличницей&quot;?<br>или это только в аналитических конструкциях типа &quot;будет есть&quot;,0.17176538461538463,0.4962111111111111,0.80555
409,"<strong>&quot;быть&quot;</strong> да, может, здесь быть употребляется как связка. Предлагаю автоматический выбор VERB и AUX не править, это не так принципиально",0.0867,0.3344142857142857,0.6111
410,спасибо,0.0,0.0,0.0
411,"здравствуйте! можно ли в elan использовать кавычки, например, в названии группы?",0.044693750000000004,0.23836666666666667,0.0
412,"Здравствуйте, по некоторым техническим причинам лучше не надо",0.1,1.0,1.0
413,Спасибо!,0.0,0.0,0.0
414,"Подскажите, пожалуйста, у &quot;раньше&quot; лемма &quot;рано&quot; или &quot;раньше&quot;?",0.03515555555555556,0.6328,0.6328
415,"Напомните, пожалуйста, что мы на семинаре решили насчет слова «самый»? Как его определять?",0.05243888888888889,0.3146333333333333,0.0
416,+ у кратких причастий типа «описан» начальная форма «отписанный» или «описать»? (Если синтаксически это сказуемое),0.0058823529411764705,0.1,0.0
417,"Если это сравнительная степень от &quot;рано&quot;, то &quot;рано&quot;. А в контексте &quot;раньше/выше мы писали, дальше/ниже мы увидим&quot; уже можно ставить &quot;раньше, выше, ниже, дальше&quot;",0.03593076923076923,0.2001857142857143,0.0
418,"&quot;описать&quot; + VERB + VerbForm=Part, если можно перефразировать во что-то вроде &quot;они описали исследование&quot;. Но  в полных формах в терминах и эпитетах &quot;описанная окружность&quot; , &quot;писаная красавица&quot; - описанный, писаный + АDJ",0.06916304347826087,0.53025,0.7988
419,"А если встретился новый звательный падеж (&apos;мам,...&apos;), его стоит отмечать как Voc, или оставить лемму &apos;мам&apos; и Nom для формы слова?",0.04556206896551724,0.26426,0.6391
420,Как корректно записывать леммы и части для слов типа «хомо сапиенса»? Их оба считать существительными?,0.006511111111111112,0.0586,0.0
421,как размечать слово &quot;спасибо&quot;?,0.00215,0.0172,0.0
422,"новый звательный - Voc, странно иметь его в одной клеточке парадигмы с начальной формой",0.0666625,0.26665,0.6391
423,А слова «например» и «вроде» — что это?,0.00172,0.0172,0.0
424,слово типа в контексте<br>&quot;ну типа я не знаю&quot; это частица?<br>и ещё может быть разбито на разные токены<br>и соответственно каждое из них определено как глагол <br>это нормально?,0.050634285714285715,0.221525,0.10053333333333332
425,"Опять же, они входят в класс вводных слов, для которых в UD нет хорошей метки. Ставьте ADV (кстати, в лингвистике есть широкое понятие адвербиал, которое включает наречия и вводные слова)",0.08486944444444444,0.2777545454545455,0.79105
426,"Да, они автоматом ставятся adv, просто это чуть-чуть смутило",-0.059875,-0.2395,-0.7091
427,Спасибо!!,0.0,0.0,0.0
428,"Типа - да, это бывшая форма родительного падежа, грамматикализовавшаяся как частица или предлог (&quot;типа лавочки&quot;, синоним - &quot;вроде&quot;)",0.029292307692307694,0.12693333333333334,0.0
429,"Подскажите, правильно ли будет: <br>Человек в интервью сказал «ль...», пытаясь сказать «люди», потом перестроил предложение так, что само слово «люди» появляется не сразу после «ль...» — тогда вот эту «ль...» все равно лемматизировать как «человек»?",0.053243137254901964,0.27154,0.6328
430,"&quot;Может быть&quot; пишется с пробелом, значит, два токена, леммы &quot;мочь&quot; и &quot;быть&quot;. А вот &quot;мо&quot;, &quot;мобуть&quot;, &quot;мабыть&quot;, встречающиеся в соцсетях, это уже один токен:)",0.04607555555555556,0.259175,0.19886666666666664
431,Ага,0.0,0.0,0.0
432,"А в словах вроде «раскопки», «(романтические) отношения» лемма во множественном или единственном числе?",0.02690625,0.14350000000000002,0.0
433,"Можно и так, и так, теоретически. Лучше поискать в НКРЯ, <a href=""ruscorpora.ru"">ruscorpora.ru</a>, какая там практика. Ищите слово раскопки, в выдаче кликните на слово, чтобы увидеть его анализ",0.09335,0.3224818181818182,1.0
434,Корректна ли категория animacy по отношению к местоимениям? Или ее удалить совсем?,0.0804,0.3015,0.9643
435,"&quot;Что&quot;, &quot;это&quot;, &quot;всё&quot; ведут себя как Animacy=Inan в выборе формы винительного падежа, а &quot;кто&quot; - как одушевленное",0.026262068965517242,0.2538666666666667,0.0
436,А aspect в русском языке как-то связан с видом глагола?,0.05675,0.227,0.0
437,"Для &quot;он&quot; это плохо работает, окончание как в родительном, но обозначать может неодушевленное, там не ставим",0.08719090909090908,0.38364,0.60555
438,"Aspect=Perf - совершенный вид (перфектив), Aspect=Imp - несовершенный вид (имперфектив). Область лингвистики, изучающая вид глагола, называется аспектология, от латинского (и затем английского) термина",0.040362068965517243,0.19508333333333333,0.36386666666666667
439,"Спасибо <br>Просто хотела убедиться, что правильно понимаю терминологию",0.14565454545454545,0.5340666666666667,0.5831
440,"Вы молодец, что уточняете:) ещё, кстати, можете освоить поиск по этим пометам в корпусах UD, ссылка была внизу файла, чтобы проверять свои гипотезы",0.15707241379310344,0.45550999999999997,0.8370333333333333
441,"Здравствуйте! К сожалению, не нашла ответа выше в чате (может, плохо искала). 1. Нужно ли объединять двойной слэш в один токен? 2. Как поступать с длительностью двойного слэша? Должны ли для этого границы фраз быть вплотную друг к другу? Я оставила между фразами пустое место, предназначено ли оно для слэшей?",0.06540161290322581,0.27032666666666666,1.0
442,"Добрый день, слэши мы обсуждали на семинаре, но будет правильно написать здесь тоже. 1. Пусть будет два разных токена. 2. В ELAN в слое реплик слэши не должны образовать отдельной реплики, пауза есть пауза (отсутствие реплики), ставьте // в конце реплики со словами",0.07988846153846153,0.2967285714285714,1.0
443,"Тогда критично ли, что границы слов немного &quot;поедут&quot; из-за этих слэшей?",0.00235,0.0188,0.0
444,Насчет слов «тысяча» и «миллион» — это числительные или существительные?,0.0014333333333333333,0.0172,0.0
445,"Границы слов для пользователей мультимедийных корпусов не так важны, как границы реплик. Только не меняйте временные метки в текстовых файлах с разделителями, чтобы мы эту разметку обратно импортировали в элан без проблем",0.025555555555555554,0.08363636363636362,-0.13130000000000003
446,Спасибо большое за ответы!,0.10115,0.30345,0.0
447,+ нужно ли помечать их как foreign=yes?,0.04362222222222222,0.3926,0.0
448,"Латиницу лучше да, то, что в кириллицей, в зависимости от освоенности в русском языке. Если есть падежные окончания, то тогда пишем полный разбор падежа, числа и тд",0.06291176470588235,0.23766666666666666,0.04294999999999999
